# civil-holidays v1
# jurisdiction: IQ
# source: https://en.wikipedia.org/wiki/Public_holidays_in_Iraq
#   Structure and dates derived from vacanza/holidays 0.101 (MIT)
#   (github.com/vacanza/holidays), an independent open-source reference
#   maintained against each country's official calendar. Primary names are
#   the jurisdiction's own official-language rendering as vacanza publishes
#   it; English lands only in translations.tab, never in this column.
#   Movable/lunar/lunisolar/estimated-date holidays with no closed-form
#   rule modelled here are captured as 'decree' (explicit per-year dates,
#   basis tabulated) for 2024-2025, the same honest
#   fallback id.tab/cn.tab already use for Imlek/Nyepi/shift days -- silent
#   outside those years rather than fabricated. 调休-style workday-bridge
#   ('moved from ...') entries are dropped as out of scope.
# retrieved: 2026-07-22
# categories: public|regional|municipal|religious|school
# columns: kind | name | args | categories | subdiv | observed | valid | span
#
fixed         | رأس السنة الميلادية                | 1 1                 | public          |  |  |  |
fixed         | عيد الجيش                          | 1 6                 | public          |  |  |  |
fixed         | ثورة 8 شباط                        | 2 8                 | public          |  |  |  |
fixed         | عيد نوروز                          | 3 21                | public          |  |  |  |
decree        | عيد الفطر                          | 2024-4-10 2024-4-11 2024-4-12 2025-3-31 2025-4-1 2025-4-2| public          |  |  |  |
fixed         | عيد العمال العالمي                 | 5 1                 | public          |  |  |  |
decree        | يوم عرفة                           | 2024-6-15 2025-6-5  | public          |  |  |  |
decree        | عيد الأضحى                         | 2024-6-16 2024-6-17 2024-6-18 2025-6-6 2025-6-7 2025-6-8| public          |  |  |  |
decree        | رأس السنة الهجرية                  | 2024-7-7 2025-6-26  | public          |  |  |  |
decree        | عاشوراء                            | 2024-7-16 2025-7-5  | public          |  |  |  |
decree        | المولد النبوي الشريف               | 2024-9-15 2025-9-4  | public          |  |  |  |
decree        | عيد الغدير                         | 2024-6-24 2025-6-15 | public          |  |  |  |
fixed         | ذكرى جرائم البعث والأنفال والهجوم على حلبجة| 3 16                | public          |  |  |  |
